repeat,case,project,routes,path_len,providers_per_rule,prefix_rules,origin_diversity_pct,generated_prefix_rules,distinct_origins,proto,wall_us,total_ns,total_us,calls,avg_ns,rss_kb,user_us,sys_us,minflt,majflt,nvcsw,nivcsw,log_file
7,hybrid-miss,bird-prefix-hybrid,10000,4,10,8,50,40000,5000,test_routes,22650,13257581,13257,10000,1325,65736,158587,27752,16099,0,0,0,
7,hybrid-global,bird-prefix-hybrid,10000,4,10,8,50,40000,5000,test_routes,12858,4480422,4480,10000,448,35956,70988,8351,8539,0,0,2,
7,hybrid-hit,bird-prefix-hybrid,10000,4,10,8,50,40000,5000,test_routes,19330,10585970,10585,10000,1058,65584,135233,43752,16097,0,0,1,
8,hybrid-miss,bird-prefix-hybrid,10000,4,10,8,50,40000,5000,test_routes,25361,15554255,15554,10000,1555,65724,144180,44017,16099,0,0,0,
8,hybrid-global,bird-prefix-hybrid,10000,4,10,8,50,40000,5000,test_routes,12979,4439374,4439,10000,443,35972,60698,20232,8538,0,0,0,
8,hybrid-hit,bird-prefix-hybrid,10000,4,10,8,50,40000,5000,test_routes,19424,10671573,10671,10000,1067,65576,152511,28094,16097,0,0,2,
9,hybrid-miss,bird-prefix-hybrid,10000,4,10,8,50,40000,5000,test_routes,20789,11811418,11811,10000,1181,65440,139765,43926,16095,0,0,1,
9,hybrid-global,bird-prefix-hybrid,10000,4,10,8,50,40000,5000,test_routes,13730,5018238,5018,10000,501,36196,71092,11848,8540,0,0,0,
9,hybrid-hit,bird-prefix-hybrid,10000,4,10,8,50,40000,5000,test_routes,19540,10702024,10702,10000,1070,65572,140320,38977,16097,0,0,2,
10,hybrid-miss,bird-prefix-hybrid,10000,4,10,8,50,40000,5000,test_routes,24157,13930821,13930,10000,1393,65508,161001,44279,16096,0,0,10,
10,hybrid-global,bird-prefix-hybrid,10000,4,10,8,50,40000,5000,test_routes,13135,4625333,4625,10000,462,36188,52769,28414,8543,0,0,0,
10,hybrid-hit,bird-prefix-hybrid,10000,4,10,8,50,40000,5000,test_routes,23186,13036864,13036,10000,1303,65568,158898,43697,16096,0,0,10,
1,original-global,bird,10000,4,10,8,50,40000,5000,test_routes,11178,3148178,3148,10000,314,31588,55842,23932,7458,0,0,0,
2,original-global,bird,10000,4,10,8,50,40000,5000,test_routes,12925,3669012,3669,10000,366,31616,60512,24249,7458,0,0,6,
3,original-global,bird,10000,4,10,8,50,40000,5000,test_routes,11960,3473499,3473,10000,347,31584,61975,20658,7456,0,0,1,
4,original-global,bird,10000,4,10,8,50,40000,5000,test_routes,11920,3338033,3338,10000,333,31640,49106,32737,7458,0,0,0,
5,original-global,bird,10000,4,10,8,50,40000,5000,test_routes,12987,4068327,4068,10000,406,31728,66153,19457,7458,0,0,0,
6,original-global,bird,10000,4,10,8,50,40000,5000,test_routes,11354,3292102,3292,10000,329,31808,47899,27941,7460,0,0,0,
7,original-global,bird,10000,4,10,8,50,40000,5000,test_routes,11244,3187144,3187,10000,318,31828,55490,19818,7462,0,0,0,
8,original-global,bird,10000,4,10,8,50,40000,5000,test_routes,11218,3238486,3238,10000,323,31472,44238,32173,7458,0,0,1,
9,original-global,bird,10000,4,10,8,50,40000,5000,test_routes,11679,3514134,3514,10000,351,31488,61706,16413,7457,0,0,0,
10,original-global,bird,10000,4,10,8,50,40000,5000,test_routes,11341,3260238,3260,10000,326,31636,72852,4047,7459,0,0,0,
1,trie-global,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7511,1397950,1397,10000,139,21416,36186,8041,4875,0,0,0,
1,trie-hit,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,8316,1865900,1865,10000,186,21352,36717,12239,4880,0,0,1,
1,trie-miss,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7940,1585787,1585,10000,158,21380,28074,16042,4879,0,0,1,
2,trie-global,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7541,1398707,1398,10000,139,21504,32275,12103,4874,0,0,0,
2,trie-hit,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,8045,1831076,1831,10000,183,21552,32764,12286,4879,0,0,0,
2,trie-miss,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7693,1570071,1570,10000,157,21400,32143,12053,4877,0,0,1,
3,trie-global,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7571,1425135,1425,10000,142,21508,36412,8091,4874,0,0,0,
3,trie-hit,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,8180,1848183,1848,10000,184,21364,32652,12244,4880,0,0,2,
3,trie-miss,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7662,1590313,1590,10000,159,21400,34831,8707,4880,0,0,1,
4,trie-global,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7430,1399365,1399,10000,139,21528,35721,7938,4876,0,0,0,
4,trie-hit,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,8373,1852284,1852,10000,185,21388,28626,20447,4880,0,0,0,
4,trie-miss,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7705,1588657,1588,10000,158,21296,28041,16042,4878,0,0,0,
5,trie-global,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7614,1403054,1403,10000,140,21416,40786,4078,4874,0,0,1,
5,trie-hit,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,8589,1835572,1835,10000,183,21380,42059,8411,4878,0,0,1,
5,trie-miss,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7726,1605258,1605,10000,160,21496,32278,12104,4879,0,0,0,
6,trie-global,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7482,1422378,1422,10000,142,21380,23993,19994,4872,0,0,0,
6,trie-hit,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7950,1811467,1811,10000,181,21424,33562,11187,4879,0,0,0,
6,trie-miss,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7634,1585890,1585,10000,158,21424,24150,20125,4876,0,0,0,
7,trie-global,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7517,1407225,1407,10000,140,21252,32063,12015,4871,0,0,0,
7,trie-hit,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,8203,1825040,1825,10000,182,21604,36277,8061,4880,0,0,2,
7,trie-miss,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7618,1581967,1581,10000,158,21488,32058,12025,4879,0,0,0,
8,trie-global,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7550,1443480,1443,10000,144,21552,39990,3999,4875,0,0,0,
8,trie-hit,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,8046,1867483,1867,10000,186,21356,33191,12446,4878,0,0,0,
8,trie-miss,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7635,1566084,1566,10000,156,21544,28143,16081,4880,0,0,0,
9,trie-global,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7505,1416076,1416,10000,141,21380,32025,12009,4874,0,0,0,
9,trie-hit,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7961,1836850,1836,10000,183,21444,39771,3977,4879,0,0,1,
9,trie-miss,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7570,1593166,1593,10000,159,21312,31600,11850,4879,0,0,0,
10,trie-global,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7682,1422933,1422,10000,142,21252,32385,12144,4872,0,0,0,
10,trie-hit,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,8016,1815706,1815,10000,181,21380,26415,18868,4878,0,0,0,
10,trie-miss,bird-prefix-trie,10000,4,10,16,0,16,1,test_routes,7949,1578415,1578,10000,157,21508,36796,8176,4879,0,0,0,
1,hybrid-global,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7429,1257926,1257,10000,125,21316,30634,13129,4874,0,0,0,
1,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,8168,1969606,1969,10000,196,21384,25865,18482,4879,0,0,2,
1,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7622,1438315,1438,10000,143,21424,28149,16085,4881,0,0,0,
2,hybrid-global,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7452,1263043,1263,10000,126,21440,42927,3902,4874,0,0,0,
2,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7859,1743604,1743,10000,174,21524,43449,0,4879,0,0,0,
2,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7550,1451433,1451,10000,145,21312,31610,11853,4879,0,0,0,
3,hybrid-global,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7470,1252516,1252,10000,125,21512,32095,12035,4873,0,0,0,
3,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,8037,1730439,1730,10000,173,21428,28779,16445,4879,0,0,0,
3,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7702,1470606,1470,10000,147,21424,32326,12122,4878,0,0,0,
4,hybrid-global,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7475,1255894,1255,10000,125,21384,36104,8023,4875,0,0,1,
4,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7922,1707450,1707,10000,170,21420,40182,4020,4880,0,0,0,
4,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,8357,1466082,1466,10000,146,21448,36072,8016,4880,0,0,5,
5,hybrid-global,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7650,1263047,1263,10000,126,21444,32082,12030,4876,0,0,0,
5,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7977,1719617,1719,10000,171,21352,28434,16248,4876,0,0,4,
5,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7724,1454068,1454,10000,145,21576,36264,8058,4880,0,0,1,
6,hybrid-global,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7435,1251870,1251,10000,125,21428,16006,28012,4873,0,0,0,
6,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7913,1740084,1740,10000,174,21452,35857,7968,4880,0,0,0,
6,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7663,1441765,1441,10000,144,21532,24037,20031,4880,0,0,1,
7,hybrid-global,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7521,1257994,1257,10000,125,21384,40260,4026,4875,0,0,0,
7,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7934,1713274,1713,10000,171,21296,36479,8106,4878,0,0,0,
7,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7702,1468888,1468,10000,146,21384,51004,3923,4879,0,0,0,
8,hybrid-global,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7426,1276889,1276,10000,127,21512,27288,15593,4873,0,0,1,
8,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,8023,1695614,1695,10000,169,21512,44423,0,4881,0,0,0,
8,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7730,1475121,1475,10000,147,21384,31872,11952,4879,0,0,0,
9,hybrid-global,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7368,1259633,1259,10000,125,21512,35001,7778,4874,0,0,0,
9,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7989,1754664,1754,10000,175,21508,30133,15066,4880,0,0,0,
9,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7642,1467108,1467,10000,146,21444,31537,11826,4879,0,0,0,
10,hybrid-global,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7632,1288373,1288,10000,128,21532,43000,0,4875,0,0,0,
10,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7750,1721645,1721,10000,172,21364,43277,0,4878,0,0,0,
10,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,0,16,1,test_routes,7578,1439510,1439,10000,143,21424,35311,7846,4879,0,0,0,
1,original-global,bird,10000,4,10,16,0,16,1,test_routes,7460,1401096,1401,10000,140,21184,32012,12004,4834,0,0,0,
2,original-global,bird,10000,4,10,16,0,16,1,test_routes,7304,1368505,1368,10000,136,20944,35472,7882,4832,0,0,0,
3,original-global,bird,10000,4,10,16,0,16,1,test_routes,7453,1383213,1383,10000,138,21116,33543,11181,4832,0,0,2,
4,original-global,bird,10000,4,10,16,0,16,1,test_routes,7390,1390745,1390,10000,139,21248,32243,12091,4833,0,0,0,
5,original-global,bird,10000,4,10,16,0,16,1,test_routes,7402,1363860,1363,10000,136,20976,27800,15886,4832,0,0,0,
6,original-global,bird,10000,4,10,16,0,16,1,test_routes,7315,1379610,1379,10000,137,21236,36424,8094,4835,0,0,0,
7,original-global,bird,10000,4,10,16,0,16,1,test_routes,7328,1386162,1386,10000,138,20972,27840,15900,4834,0,0,0,
8,original-global,bird,10000,4,10,16,0,16,1,test_routes,7341,1397078,1397,10000,139,21028,32172,12064,4832,0,0,1,
9,original-global,bird,10000,4,10,16,0,16,1,test_routes,7256,1381860,1381,10000,138,21232,34384,8596,4833,0,0,0,
10,original-global,bird,10000,4,10,16,0,16,1,test_routes,7286,1360553,1360,10000,136,21140,27948,15970,4834,0,0,0,
1,linear-global,linear,10000,4,10,16,0,16,1,test_routes,7251,1341553,1341,10000,134,21120,31720,11895,4836,0,0,1,
1,linear-hit,linear,10000,4,10,16,0,16,1,test_routes,8507,2503904,2503,10000,250,21052,34926,8731,4839,0,0,2,
1,linear-miss,linear,10000,4,10,16,0,16,1,test_routes,8547,2526925,2526,10000,252,21160,30298,15149,4840,0,0,0,
2,linear-global,linear,10000,4,10,16,0,16,1,test_routes,7308,1333212,1333,10000,133,21032,27757,15861,4836,0,0,0,
2,linear-hit,linear,10000,4,10,16,0,16,1,test_routes,8723,2526545,2526,10000,252,21060,33976,11325,4839,0,0,0,
2,linear-miss,linear,10000,4,10,16,0,16,1,test_routes,8540,2452826,2452,10000,245,21060,41385,4138,4838,0,0,0,
3,linear-global,linear,10000,4,10,16,0,16,1,test_routes,7395,1347268,1347,10000,134,21208,39898,3989,4838,0,0,5,
3,linear-hit,linear,10000,4,10,16,0,16,1,test_routes,8457,2484965,2484,10000,248,20996,40781,4078,4839,0,0,1,
3,linear-miss,linear,10000,4,10,16,0,16,1,test_routes,8468,2472043,2472,10000,247,21144,24835,20696,4840,0,0,0,
4,linear-global,linear,10000,4,10,16,0,16,1,test_routes,7305,1347603,1347,10000,134,20996,40414,4041,4835,0,0,1,
4,linear-hit,linear,10000,4,10,16,0,16,1,test_routes,8451,2491192,2491,10000,249,21188,36603,8134,4840,0,0,0,
4,linear-miss,linear,10000,4,10,16,0,16,1,test_routes,8670,2496329,2496,10000,249,21060,47026,0,4838,0,0,1,
5,linear-global,linear,10000,4,10,16,0,16,1,test_routes,7385,1355859,1355,10000,135,21124,37024,7404,4837,0,0,2,
5,linear-hit,linear,10000,4,10,16,0,16,1,test_routes,8391,2536532,2536,10000,253,21252,24483,20403,4841,0,0,2,
5,linear-miss,linear,10000,4,10,16,0,16,1,test_routes,8482,2478327,2478,10000,247,21144,37657,8368,4841,0,0,1,
6,linear-global,linear,10000,4,10,16,0,16,1,test_routes,7295,1352172,1352,10000,135,21316,31619,11857,4839,0,0,0,
6,linear-hit,linear,10000,4,10,16,0,16,1,test_routes,8939,2497253,2497,10000,249,21112,22626,26411,4838,0,0,0,
6,linear-miss,linear,10000,4,10,16,0,16,1,test_routes,8571,2504954,2504,10000,250,21180,33493,12560,4839,0,0,0,
7,linear-global,linear,10000,4,10,16,0,16,1,test_routes,7374,1342438,1342,10000,134,21112,23908,19923,4835,0,0,0,
7,linear-hit,linear,10000,4,10,16,0,16,1,test_routes,8859,2515467,2515,10000,251,21160,24527,24527,4839,0,0,0,
7,linear-miss,linear,10000,4,10,16,0,16,1,test_routes,8765,2468201,2468,10000,246,21168,31651,15825,4840,0,0,0,
8,linear-global,linear,10000,4,10,16,0,16,1,test_routes,7373,1356714,1356,10000,135,21256,36117,8026,4837,0,0,0,
8,linear-hit,linear,10000,4,10,16,0,16,1,test_routes,8453,2496416,2496,10000,249,20996,20367,24441,4838,0,0,1,
8,linear-miss,linear,10000,4,10,16,0,16,1,test_routes,8453,2471282,2471,10000,247,20996,18531,25944,4839,0,0,0,
9,linear-global,linear,10000,4,10,16,0,16,1,test_routes,7308,1338372,1338,10000,133,21208,23778,19821,4838,0,0,1,
9,linear-hit,linear,10000,4,10,16,0,16,1,test_routes,8410,2502313,2502,10000,250,21108,40689,3699,4842,0,0,0,
9,linear-miss,linear,10000,4,10,16,0,16,1,test_routes,8587,2507728,2507,10000,250,20992,34648,11559,4839,0,0,0,
10,linear-global,linear,10000,4,10,16,0,16,1,test_routes,7341,1340513,1340,10000,134,21208,28174,16099,4838,0,0,0,
10,linear-hit,linear,10000,4,10,16,0,16,1,test_routes,8586,2482623,2482,10000,248,21180,30476,15238,4839,0,0,2,
10,linear-miss,linear,10000,4,10,16,0,16,1,test_routes,8978,2543800,2543,10000,254,21132,29034,16608,4839,0,0,1,
1,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,28174,18198098,18198,10000,1819,95452,240806,52174,23676,0,0,0,
1,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,28980,18831035,18831,10000,1883,95580,262685,31840,23677,0,0,1,
1,hybrid-global,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,13378,4811914,4811,10000,481,36076,61047,20349,8540,0,0,0,
2,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,29199,19047733,19047,10000,1904,95492,240260,52056,23677,0,0,4,
2,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,30513,20021094,20021,10000,2002,95600,251613,47926,23677,0,0,1,
2,hybrid-global,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,13531,4766223,4766,10000,476,36004,36715,44873,8540,0,0,1,
3,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,29815,19350759,19350,10000,1935,95636,250792,48542,23676,0,0,1,
3,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,29527,19215994,19215,10000,1921,95452,236616,60156,23674,0,0,0,
3,hybrid-global,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,14341,5404457,5404,10000,540,36036,72476,12079,8539,0,0,0,
4,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,30055,19700770,19700,10000,1970,95456,245102,56253,23676,0,0,2,
4,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,29758,19380881,19380,10000,1938,95488,263050,39856,23676,0,0,3,
4,hybrid-global,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,13891,5026029,5026,10000,502,36104,54190,29179,8540,0,0,1,
5,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,29246,18968507,18968,10000,1896,95616,239717,63924,23677,0,0,2,
5,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,27227,17232726,17232,10000,1723,95516,235732,51941,23676,0,0,3,
5,hybrid-global,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,13673,4917150,4917,10000,491,35848,67144,15798,8539,0,0,0,
6,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,27147,17319784,17319,10000,1731,95436,245995,55547,23675,0,0,3,
6,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,30558,20085279,20085,10000,2008,95536,249754,47573,23676,0,0,2,
6,hybrid-global,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,13445,4683320,4683,10000,468,35956,57854,24794,8539,0,0,9,
7,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,30471,20093781,20093,10000,2009,95556,257635,40255,23677,0,0,14,
7,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,32534,21468708,21468,10000,2146,95552,239425,59856,23677,0,0,3,
7,hybrid-global,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,13708,4871834,4871,10000,487,35976,55592,27796,8540,0,0,0,
8,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,27538,17442743,17442,10000,1744,95512,244108,48021,23675,0,0,2,
8,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,27169,17169615,17169,10000,1716,95388,222705,75560,23675,0,0,0,
8,hybrid-global,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,13401,4640547,4640,10000,464,35848,59180,23672,8538,0,0,0,
9,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,29369,19017413,19017,10000,1901,95568,231754,67927,23677,0,0,1,
9,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,25935,16071001,16071,10000,1607,95600,222402,63543,23677,0,0,3,
9,hybrid-global,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,12935,4411889,4411,10000,441,36188,59892,19964,8543,0,0,0,
10,hybrid-hit,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,27796,17617698,17617,10000,1761,95568,238285,48464,23677,0,0,1,
10,hybrid-miss,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,28878,18654770,18654,10000,1865,95488,211274,83712,23676,0,0,2,
10,hybrid-global,bird-prefix-hybrid,10000,4,10,16,50,80000,5000,test_routes,13515,4875105,4875,10000,487,35848,65380,16345,8538,0,0,2,
1,original-global,bird,10000,4,10,16,50,80000,5000,test_routes,11519,3370956,3370,10000,337,31488,62778,15694,7460,0,0,0,
2,original-global,bird,10000,4,10,16,50,80000,5000,test_routes,11860,3356472,3356,10000,335,31780,47024,35268,7463,0,0,0,
3,original-global,bird,10000,4,10,16,50,80000,5000,test_routes,11885,3378081,3378,10000,337,31764,70727,11787,7462,0,0,0,
4,original-global,bird,10000,4,10,16,50,80000,5000,test_routes,12418,3447378,3447,10000,344,31464,47439,35587,7461,0,0,9,
5,original-global,bird,10000,4,10,16,50,80000,5000,test_routes,11276,3217200,3217,10000,321,31616,48045,28026,7461,0,0,0,
6,original-global,bird,10000,4,10,16,50,80000,5000,test_routes,11232,3177872,3177,10000,317,31764,69106,8130,7463,0,0,0,
7,original-global,bird,10000,4,10,16,50,80000,5000,test_routes,11815,3303489,3303,10000,330,31672,69214,12214,7463,0,0,0,
8,original-global,bird,10000,4,10,16,50,80000,5000,test_routes,12339,3658916,3658,10000,365,31600,58335,27223,7462,0,0,0,
9,original-global,bird,10000,4,10,16,50,80000,5000,test_routes,11290,3203833,3203,10000,320,31600,68616,8072,7462,0,0,0,
10,original-global,bird,10000,4,10,16,50,80000,5000,test_routes,11875,3370575,3370,10000,337,31572,51137,31469,7461,0,0,0,
1,linear-hit,linear,10000,4,10,16,50,80000,5000,test_routes,23438,14151913,14151,10000,1415,93184,237485,47497,23146,0,0,1,
1,linear-miss,linear,10000,4,10,16,50,80000,5000,test_routes,25523,15608658,15608,10000,1560,93412,216421,72140,23149,0,0,3,
1,linear-global,linear,10000,4,10,16,50,80000,5000,test_routes,12611,4219785,4219,10000,421,33796,61731,20577,8011,0,0,1,
2,linear-hit,linear,10000,4,10,16,50,80000,5000,test_routes,28333,18290807,18290,10000,1829,93384,248941,48182,23148,0,0,0,
2,linear-miss,linear,10000,4,10,16,50,80000,5000,test_routes,25160,15400062,15400,10000,1540,93328,236107,52023,23147,0,0,2,
2,linear-global,linear,10000,4,10,16,50,80000,5000,test_routes,12330,3925784,3925,10000,392,33944,54853,27426,8012,0,0,0,
3,linear-hit,linear,10000,4,10,16,50,80000,5000,test_routes,29735,19290501,19290,10000,1929,93296,233318,60340,23148,0,0,1,
3,linear-miss,linear,10000,4,10,16,50,80000,5000,test_routes,27197,17191022,17191,10000,1719,93420,240303,52065,23149,0,0,1,
3,linear-global,linear,10000,4,10,16,50,80000,5000,test_routes,11896,3659968,3659,10000,365,34008,64179,16044,8014,0,0,5,
4,linear-hit,linear,10000,4,10,16,50,80000,5000,test_routes,27107,17147765,17147,10000,1714,93424,228058,68017,23149,0,0,0,
4,linear-miss,linear,10000,4,10,16,50,80000,5000,test_routes,28192,18225842,18225,10000,1822,93340,261532,35663,23149,0,0,1,
4,linear-global,linear,10000,4,10,16,50,80000,5000,test_routes,12265,4015581,4015,10000,401,33988,74161,7806,8013,0,0,0,
5,linear-hit,linear,10000,4,10,16,50,80000,5000,test_routes,24120,14441370,14441,10000,1444,93248,218409,68758,23147,0,0,2,
5,linear-miss,linear,10000,4,10,16,50,80000,5000,test_routes,25758,15875866,15875,10000,1587,93252,261002,28107,23146,0,0,0,
5,linear-global,linear,10000,4,10,16,50,80000,5000,test_routes,12059,3837466,3837,10000,383,33668,62697,16719,8011,0,0,1,
6,linear-hit,linear,10000,4,10,16,50,80000,5000,test_routes,27032,17118296,17118,10000,1711,93272,231029,63723,23147,0,0,1,
6,linear-miss,linear,10000,4,10,16,50,80000,5000,test_routes,25653,16011756,16011,10000,1601,93316,242929,47789,23147,0,0,1,
6,linear-global,linear,10000,4,10,16,50,80000,5000,test_routes,11989,3761868,3761,10000,376,33840,53431,28770,8010,0,0,0,
7,linear-hit,linear,10000,4,10,16,50,80000,5000,test_routes,25914,16023292,16023,10000,1602,93272,226742,63647,23147,0,0,1,
7,linear-miss,linear,10000,4,10,16,50,80000,5000,test_routes,29437,19050603,19050,10000,1905,93204,250060,51599,23146,0,0,0,
7,linear-global,linear,10000,4,10,16,50,80000,5000,test_routes,11967,3797843,3797,10000,379,33860,47979,31986,8013,0,0,0,
8,linear-hit,linear,10000,4,10,16,50,80000,5000,test_routes,24897,15289428,15289,10000,1528,93204,247247,43866,23147,0,0,1,
8,linear-miss,linear,10000,4,10,16,50,80000,5000,test_routes,26206,16439632,16439,10000,1643,93120,259631,35948,23146,0,0,0,
8,linear-global,linear,10000,4,10,16,50,80000,5000,test_routes,12134,3872719,3872,10000,387,33856,61197,20399,8011,0,0,0,
9,linear-hit,linear,10000,4,10,16,50,80000,5000,test_routes,25137,15602920,15602,10000,1560,93144,242618,48523,23146,0,0,1,
9,linear-miss,linear,10000,4,10,16,50,80000,5000,test_routes,25413,15662685,15662,10000,1566,93420,247896,47981,23149,0,0,0,
9,linear-global,linear,10000,4,10,16,50,80000,5000,test_routes,11948,3771834,3771,10000,377,33776,56514,24220,8010,0,0,1,
10,linear-hit,linear,10000,4,10,16,50,80000,5000,test_routes,27387,17363815,17363,10000,1736,93252,243289,51848,23146,0,0,0,
10,linear-miss,linear,10000,4,10,16,50,80000,5000,test_routes,24545,14899955,14899,10000,1489,93232,234148,51592,23146,0,0,10,
10,linear-global,linear,10000,4,10,16,50,80000,5000,test_routes,11816,3693176,3693,10000,369,33732,43903,35921,8012,0,0,2,
1,trie-hit,bird-prefix-trie,10000,4,10,16,50,80000,5000,test_routes,97753,82359551,82359,10000,8235,136856,330740,75573,34046,0,0,3,
1,trie-miss,bird-prefix-trie,10000,4,10,16,50,80000,5000,test_routes,92256,77471786,77471,10000,7747,137132,315835,87956,34048,0,0,2,
1,trie-global,bird-prefix-trie,10000,4,10,16,50,80000,5000,test_routes,13070,4893606,4893,10000,489,35644,53012,28545,8462,0,0,0,
