routes,path_len,providers_per_rule,prefix_rules,origin_diversity_pct,generated_prefix_rules,distinct_origins,case,wall_us_mean,wall_us_ci95,total_ns_mean,total_ns_ci95,total_us_mean,total_us_ci95,calls_mean,calls_ci95,avg_ns_mean,avg_ns_ci95,rss_kb_mean,rss_kb_ci95,user_us_mean,user_us_ci95,sys_us_mean,sys_us_ci95,minflt_mean,minflt_ci95,majflt_mean,majflt_ci95,nvcsw_mean,nvcsw_ci95,nivcsw_mean,nivcsw_ci95,delta_total_ns_pct_vs_original,delta_wall_pct_vs_original,delta_total_pct_vs_original,delta_avg_ns_pct_vs_original,delta_rss_pct_vs_original,delta_user_pct_vs_original,delta_sys_pct_vs_original
10000,4,10,24,0,24,1,original-global,7461.1,158.54,1410068.5,18579.58,1409.6,18.64,10000.0,0.0,140.3,1.82,21127.6,40.29,30824.9,3786.31,13538.9,3558.06,4833.3,0.83,0.0,0.0,0.0,0.0,5.0,3.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,24,0,24,1,linear-global,7492.2,66.77,1362129.1,15136.25,1361.6,15.15,10000.0,0.0,135.7,1.58,21161.6,52.95,33580.5,5847.96,12216.5,5499.38,4833.2,0.74,0.0,0.0,0.0,0.0,0.5,0.51,-3.40,0.42,-3.41,-3.28,0.16,8.94,-9.77
10000,4,10,24,0,24,1,linear-hit,9386.1,255.6,3056996.9,61233.78,3056.5,61.4,10000.0,0.0,305.1,6.18,21130.4,41.64,34689.6,5870.4,14796.0,4890.52,4837.6,0.84,0.0,0.0,0.0,0.0,0.4,0.37,116.80,25.80,116.83,117.46,0.01,12.54,9.29
10000,4,10,24,0,24,1,linear-miss,9440.2,351.18,3070290.7,94513.92,3069.7,94.62,10000.0,0.0,306.5,9.52,21144.4,74.52,32692.0,4413.02,17077.4,3366.06,4837.5,0.61,0.0,0.0,0.0,0.0,0.3,0.35,117.74,26.53,117.77,118.46,0.08,6.06,26.14
10000,4,10,24,0,24,1,trie-global,7614.5,78.88,1420035.0,11434.73,1419.6,11.52,10000.0,0.0,141.5,1.18,21358.0,73.98,30612.4,4026.17,14299.3,4075.9,4874.3,1.07,0.0,0.0,0.0,0.0,0.2,0.3,0.71,2.06,0.71,0.86,1.09,-0.69,5.62
10000,4,10,24,0,24,1,trie-hit,8068.0,90.08,1836832.7,22069.1,1836.5,22.11,10000.0,0.0,183.2,2.1,21459.6,49.18,33584.6,7260.26,13823.6,3963.95,4882.0,0.95,0.0,0.0,0.0,0.0,0.5,0.51,30.27,8.13,30.29,30.58,1.57,8.95,2.10
10000,4,10,24,0,24,1,trie-miss,7832.1,88.96,1595014.9,12523.47,1594.5,12.66,10000.0,0.0,159.1,1.37,21462.0,66.01,31339.8,4343.4,13926.7,4356.86,4882.0,0.89,0.0,0.0,0.0,0.0,0.1,0.23,13.12,4.97,13.12,13.40,1.58,1.67,2.86
10000,4,10,24,50,120000,5000,hybrid-global,14032.5,786.5,5035405.6,370320.75,5034.8,370.33,10000.0,0.0,502.9,37.05,35996.4,36.97,60912.5,5036.96,22799.9,6742.77,8538.9,0.86,0.0,0.0,0.1,0.23,0.4,0.37,45.99,17.03,46.00,46.11,13.73,15.32,-21.45
10000,4,10,24,50,120000,5000,hybrid-hit,40562.8,5271.65,28010719.0,4154633.93,28010.2,4154.68,10000.0,0.0,2800.5,415.55,124961.6,49.8,352119.7,30384.62,83133.0,14885.07,31143.0,0.58,0.0,0.0,0.0,0.0,1.9,1.04,712.09,238.29,712.24,713.63,294.80,566.65,186.41
10000,4,10,24,50,120000,5000,hybrid-miss,42435.5,4561.8,29634532.2,3619229.46,29634.0,3619.22,10000.0,0.0,2963.1,361.98,124907.6,39.84,356737.4,25629.27,92618.1,15726.15,31142.5,0.7,0.0,0.0,0.1,0.23,3.9,2.73,759.17,253.90,759.33,760.87,294.63,575.39,219.08
10000,4,10,24,50,120000,5000,original-global,11990.7,419.12,3449218.6,218346.84,3448.5,218.26,10000.0,0.0,344.2,21.74,31652.0,59.47,52819.5,5344.16,29026.3,5567.79,7459.7,0.48,0.0,0.0,0.0,0.0,0.4,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,24,50,120000,5000,linear-global,12568.6,626.92,4057962.9,359968.81,4057.4,359.98,10000.0,0.0,405.3,36.09,33800.4,72.49,77112.4,13254.27,35503.9,8206.9,8904.6,31.42,0.0,0.0,188.1,7.39,10.1,7.29,17.65,4.82,17.66,17.75,6.79,45.99,22.32
10000,4,10,24,50,120000,5000,linear-hit,35897.8,4982.78,24185905.4,3960869.79,24185.5,3960.82,10000.0,0.0,2418.1,396.12,122712.0,75.35,369480.9,23459.12,78702.8,8355.02,31517.9,35.22,0.0,0.0,186.2,3.32,16.5,22.1,601.20,199.38,601.33,602.53,287.69,599.52,171.14
10000,4,10,24,50,120000,5000,linear-miss,32512.4,1432.8,21520891.9,1175091.49,21520.4,1174.95,10000.0,0.0,2151.5,117.6,122694.8,60.43,357501.5,10663.9,77588.1,9124.23,31516.0,33.96,0.0,0.0,185.4,9.5,18.1,17.75,523.94,171.15,524.05,525.07,287.64,576.84,167.30
10000,4,10,24,50,120000,5000,trie-global,13848.8,762.23,5398221.5,580897.81,5397.7,580.94,10000.0,0.0,539.2,58.0,35580.4,64.47,61400.2,5953.89,22067.7,6282.74,8461.3,0.76,0.0,0.0,0.1,0.23,1.9,1.8,56.51,15.50,56.52,56.65,12.41,16.25,-23.97
10000,4,10,24,50,120000,5000,trie-hit,101206.9,3336.79,86796693.2,2906312.03,86796.2,2906.31,10000.0,0.0,8679.2,290.56,186356.0,44.63,374247.5,16268.55,104867.6,15761.93,46513.9,0.53,0.0,0.0,0.0,0.0,4.7,2.84,2416.42,744.04,2416.93,2421.56,488.77,608.54,261.28
10000,4,10,24,50,120000,5000,trie-miss,97681.3,2137.2,83657144.4,1655471.16,83656.8,1655.49,10000.0,0.0,8365.3,165.54,186342.4,69.51,375535.3,10645.35,100897.4,12148.41,46513.7,0.48,0.0,0.0,0.0,0.0,5.4,3.32,2325.39,714.64,2325.89,2330.36,488.72,610.98,247.61
10000,4,10,32,0,32,1,hybrid-global,7987.1,178.37,1326966.1,27589.41,1326.5,27.66,10000.0,0.0,132.2,2.71,21449.2,68.19,34896.5,4584.14,13127.5,4458.82,4873.5,0.7,0.0,0.0,0.0,0.0,0.1,0.23,-4.22,7.28,-4.22,-4.20,1.48,14.79,-7.41
10000,4,10,32,0,32,1,hybrid-hit,8545.9,245.69,1828056.5,36903.7,1827.5,36.94,10000.0,0.0,182.4,3.57,21490.0,48.02,36607.6,3212.88,12130.0,3247.39,4881.3,0.76,0.0,0.0,0.0,0.0,0.3,0.48,31.95,14.79,31.95,32.17,1.67,20.42,-14.45
10000,4,10,32,0,32,1,hybrid-miss,8124.4,219.53,1532573.1,46872.97,1532.2,46.86,10000.0,0.0,152.8,4.58,21444.8,50.34,31484.1,7683.52,16338.8,7100.46,4881.3,0.35,0.0,0.0,0.0,0.0,0.5,0.38,10.62,9.13,10.63,10.72,1.46,3.57,15.24
10000,4,10,32,0,32,1,original-global,7444.8,161.3,1385384.8,13649.17,1385.0,13.73,10000.0,0.0,138.0,1.47,21137.2,96.5,30400.1,6361.16,14178.5,6371.27,4834.6,1.23,0.0,0.0,0.0,0.0,2.0,2.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,32,0,32,1,linear-global,7451.2,164.88,1351126.0,12315.23,1350.7,12.35,10000.0,0.0,134.6,1.27,21156.0,78.76,31080.8,5985.54,13596.3,6357.06,4833.3,1.07,0.0,0.0,0.0,0.0,0.4,0.5,-2.47,0.09,-2.48,-2.46,0.09,2.24,-4.11
10000,4,10,32,0,32,1,linear-hit,9546.1,89.91,3540595.1,24548.27,3540.1,24.61,10000.0,0.0,353.5,2.29,21166.4,81.88,38683.8,3063.41,8141.6,3019.85,4838.7,1.12,0.0,0.0,0.0,0.0,0.4,0.5,155.57,28.23,155.60,156.16,0.14,27.25,-42.58
10000,4,10,32,0,32,1,linear-miss,9561.4,76.0,3542556.8,25313.43,3542.1,25.41,10000.0,0.0,353.8,2.4,21134.8,66.94,35151.3,4243.54,11667.9,4228.11,4837.8,0.56,0.0,0.0,0.0,0.0,0.5,0.38,155.71,28.43,155.75,156.38,-0.01,15.63,-17.71
10000,4,10,32,0,32,1,trie-global,7797.8,162.85,1429168.3,19205.97,1428.7,19.18,10000.0,0.0,142.5,1.88,21409.2,62.56,31811.6,3919.82,14167.6,3785.48,4872.6,0.97,0.0,0.0,0.0,0.0,0.2,0.3,3.16,4.74,3.16,3.26,1.29,4.64,-0.08
10000,4,10,32,0,32,1,trie-hit,8282.9,123.97,1850693.6,13267.55,1850.2,13.27,10000.0,0.0,184.8,1.34,21437.6,56.73,34582.6,3811.15,13584.8,4232.06,4880.7,0.68,0.0,0.0,0.0,0.0,0.4,0.37,33.59,11.26,33.59,33.91,1.42,13.76,-4.19
10000,4,10,32,0,32,1,trie-miss,8007.5,141.32,1594060.8,13281.57,1593.6,13.29,10000.0,0.0,158.8,1.42,21444.0,51.66,35850.6,4531.63,12569.2,6438.14,4881.3,0.83,0.0,0.0,0.0,0.0,0.5,0.51,15.06,7.56,15.06,15.07,1.45,17.93,-11.35
10000,4,10,32,50,160000,5000,hybrid-global,13971.1,651.32,5013410.2,358492.75,5013.0,358.46,10000.0,0.0,501.0,35.84,36037.2,38.08,60022.8,4989.28,24030.0,4865.43,8539.4,0.69,0.0,0.0,0.0,0.0,15.3,32.36,49.54,19.91,49.56,49.64,13.77,1.08,28.90
10000,4,10,32,50,160000,5000,hybrid-hit,46175.6,4255.86,32678501.6,3295397.95,32678.1,3295.41,10000.0,0.0,3267.5,329.57,154635.6,36.78,462332.5,22680.03,94285.0,16498.79,38706.8,0.66,0.0,0.0,0.0,0.0,7.3,9.04,874.72,296.33,874.91,875.96,388.19,678.54,405.77
10000,4,10,32,50,160000,5000,hybrid-miss,44437.5,1333.87,31444324.0,1116568.49,31443.8,1116.59,10000.0,0.0,3144.0,111.69,154633.2,58.82,448374.0,14430.72,93642.9,12621.94,38706.3,0.48,0.0,0.0,0.0,0.0,5.4,3.77,837.90,281.41,838.09,839.07,388.18,655.04,402.33
10000,4,10,32,50,160000,5000,original-global,11650.9,153.28,3352617.4,111394.25,3351.9,111.36,10000.0,0.0,334.8,11.18,31675.6,80.38,59384.3,5564.62,18641.7,5351.04,7461.7,0.68,0.0,0.0,0.0,0.0,1.3,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,32,50,160000,5000,linear-global,11904.3,283.69,3742016.1,219699.57,3741.5,219.78,10000.0,0.0,373.6,21.87,33816.0,84.98,64041.8,4482.44,16377.4,4516.56,8009.8,1.11,0.0,0.0,0.0,0.0,1.4,2.44,11.61,2.17,11.62,11.59,6.76,7.84,-12.15
10000,4,10,32,50,160000,5000,linear-hit,40281.8,1611.72,28026313.7,1120879.67,28025.7,1120.95,10000.0,0.0,2801.9,112.03,152615.6,66.15,442798.3,14705.96,91555.7,13762.9,38176.0,0.67,0.0,0.0,0.0,0.0,2.8,1.06,735.95,245.74,736.11,736.89,381.81,645.65,391.13
10000,4,10,32,50,160000,5000,linear-miss,40076.3,963.35,27893884.0,789237.51,27893.4,789.23,10000.0,0.0,2788.8,78.82,152602.8,57.59,448852.2,12570.3,83652.1,11991.38,38176.1,0.86,0.0,0.0,0.0,0.0,2.0,0.83,732.00,243.98,732.17,732.97,381.77,655.84,348.74
10000,4,10,32,50,160000,5000,trie-global,14134.7,466.33,5499503.3,262832.32,5498.9,262.82,10000.0,0.0,549.3,26.22,35595.2,83.49,63060.2,5315.67,21704.3,6220.55,8462.4,1.18,0.0,0.0,0.0,0.0,5.7,11.89,64.04,21.32,64.05,64.07,12.37,6.19,16.43
10000,4,10,32,50,160000,5000,trie-hit,116457.1,2649.2,100324487.6,2185968.17,100324.1,2186.06,10000.0,0.0,10032.0,218.66,216190.4,61.38,496255.5,18628.82,132488.5,16399.8,54077.5,0.7,0.0,0.0,0.0,0.0,6.9,7.27,2892.42,899.55,2893.05,2896.42,582.51,735.67,610.71
10000,4,10,32,50,160000,5000,trie-miss,113126.6,1371.6,97065645.4,953881.22,97065.2,953.82,10000.0,0.0,9706.1,95.41,216214.0,46.55,492796.1,16572.26,131481.6,13566.79,54078.6,0.6,0.0,0.0,0.0,0.0,3.7,3.05,2795.22,870.97,2795.83,2799.07,582.59,729.84,605.31
10000,4,10,48,0,48,1,hybrid-global,7646.6,154.06,1283118.4,25880.5,1282.6,25.91,10000.0,0.0,127.8,2.59,21422.4,52.66,33448.2,7729.09,12228.2,7417.18,4875.7,0.68,0.0,0.0,0.0,0.0,0.5,0.61,-6.83,3.31,-6.84,-6.85,1.18,6.05,-2.45
10000,4,10,48,0,48,1,hybrid-hit,8143.1,162.09,1751568.3,14101.46,1751.1,14.1,10000.0,0.0,174.5,1.44,21460.0,64.73,34816.1,5124.16,11972.9,4825.87,4887.9,0.79,0.0,0.0,0.0,0.0,0.4,0.37,27.18,10.02,27.20,27.19,1.36,10.39,-4.49
10000,4,10,48,0,48,1,hybrid-miss,7750.1,102.77,1469534.0,14122.72,1469.0,14.19,10000.0,0.0,146.4,1.55,21490.8,42.44,35571.7,3876.68,9380.5,3651.88,4888.0,0.75,0.0,0.0,0.0,0.0,0.6,0.9,6.71,4.71,6.70,6.71,1.50,12.79,-25.17
10000,4,10,48,0,48,1,original-global,7401.7,46.92,1377189.1,8139.77,1376.7,8.24,10000.0,0.0,137.2,0.81,21172.4,61.73,31539.3,6007.49,12535.7,6154.91,4833.6,1.02,0.0,0.0,0.0,0.0,0.2,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,48,0,48,1,linear-global,7374.7,59.51,1342369.6,9316.87,1341.8,9.26,10000.0,0.0,133.8,1.0,21150.0,72.75,33055.8,4757.71,11520.2,4771.29,4835.7,0.68,0.0,0.0,0.0,0.0,1.2,1.61,-2.53,-0.36,-2.54,-2.48,-0.11,4.81,-8.10
10000,4,10,48,0,48,1,linear-hit,10682.3,49.5,4615342.8,27892.63,4614.9,27.87,10000.0,0.0,460.9,2.75,21299.2,62.74,38227.6,4420.49,9576.7,4511.45,4843.8,0.74,0.0,0.0,0.0,0.0,0.3,0.35,235.13,44.32,235.21,235.93,0.60,21.21,-23.60
10000,4,10,48,0,48,1,linear-miss,10730.5,92.76,4678924.7,39850.29,4678.5,39.84,10000.0,0.0,467.4,4.02,21270.8,45.36,34233.8,3334.35,13478.4,2958.16,4842.7,0.76,0.0,0.0,0.0,0.0,0.2,0.45,239.74,44.97,239.83,240.67,0.46,8.54,7.52
10000,4,10,48,0,48,1,trie-global,7930.6,338.31,1438130.0,33481.46,1437.5,33.55,10000.0,0.0,143.2,3.37,21471.2,50.97,49752.2,4242.76,22830.4,6401.31,5758.2,23.91,0.0,0.0,187.8,5.52,3.6,1.44,4.43,7.15,4.42,4.37,1.41,57.75,82.12
10000,4,10,48,0,48,1,trie-hit,8243.3,242.12,1858842.5,37815.43,1858.3,37.72,10000.0,0.0,185.3,3.86,21463.2,57.03,52339.1,6657.34,20480.4,5758.46,5789.6,34.32,0.0,0.0,185.5,6.45,3.4,2.11,34.97,11.37,34.98,35.06,1.37,65.95,63.38
10000,4,10,48,0,48,1,trie-miss,7897.0,162.23,1591215.9,13356.31,1590.7,13.34,10000.0,0.0,158.6,1.36,21412.8,29.58,49182.1,5619.68,21930.2,4130.87,5789.2,34.54,0.0,0.0,182.8,5.9,4.7,2.98,15.54,6.69,15.54,15.60,1.14,55.94,74.94
10000,4,10,48,50,240000,5000,hybrid-global,13726.5,514.03,4969223.2,329782.56,4968.8,329.83,10000.0,0.0,496.5,32.98,36044.0,71.63,63321.8,7642.33,19510.9,7053.3,8539.0,1.12,0.0,0.0,0.0,0.0,0.7,0.48,41.72,12.58,41.72,41.78,13.98,5.06,-14.47
10000,4,10,48,50,240000,5000,hybrid-hit,54456.1,2374.02,39519795.6,1690805.06,39519.2,1690.83,10000.0,0.0,3951.5,169.2,214308.8,44.93,686466.0,30506.01,121989.2,25537.09,53834.1,0.79,0.0,0.0,0.0,0.0,7.0,1.99,1027.07,346.61,1027.19,1028.36,577.68,1038.96,434.75
10000,4,10,48,50,240000,5000,hybrid-miss,56290.7,2830.35,40898285.9,1892765.34,40897.7,1892.79,10000.0,0.0,4089.5,189.25,214236.4,38.96,665526.5,24760.09,145919.6,20073.32,53834.2,0.88,0.0,0.0,0.0,0.0,15.3,16.58,1066.38,361.66,1066.51,1067.76,577.45,1004.21,539.65
10000,4,10,48,50,240000,5000,original-global,12193.1,514.66,3506432.9,135102.97,3506.0,135.09,10000.0,0.0,350.2,13.58,31624.0,71.32,60271.5,6904.37,22812.3,5130.71,7459.3,0.83,0.0,0.0,0.0,0.0,0.7,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,48,50,240000,5000,linear-global,12258.3,414.44,3956459.5,290476.25,3955.9,290.35,10000.0,0.0,395.0,29.08,33783.2,89.15,58380.2,6299.09,23512.5,5513.37,8010.2,1.21,0.0,0.0,0.0,0.0,0.6,0.5,12.83,0.53,12.83,12.79,6.83,-3.14,3.07
10000,4,10,48,50,240000,5000,linear-hit,58824.5,6828.38,42675227.2,5255488.48,42674.6,5255.48,10000.0,0.0,4267.0,525.57,212132.8,81.61,712293.6,45623.04,141668.7,15562.79,53306.0,0.95,0.0,0.0,0.0,0.0,6.1,4.22,1117.06,382.44,1117.19,1118.45,570.80,1081.81,521.02
10000,4,10,48,50,240000,5000,linear-miss,55591.7,5793.4,40332222.6,4372545.49,40331.8,4372.48,10000.0,0.0,4032.7,437.28,212085.2,43.73,679135.3,49337.53,147504.0,15146.82,53306.0,0.58,0.0,0.0,0.0,0.0,5.8,1.96,1050.24,355.93,1050.37,1051.54,570.65,1026.79,546.60
10000,4,10,48,50,240000,5000,trie-global,13767.8,650.02,5209961.2,350217.45,5209.4,350.26,10000.0,0.0,520.7,35.07,35668.4,52.16,62149.6,7545.92,22068.3,7751.38,8460.0,0.75,0.0,0.0,0.0,0.0,0.5,0.38,48.58,12.91,48.59,48.69,12.79,3.12,-3.26
10000,4,10,48,50,240000,5000,trie-hit,139689.7,12801.93,121339213.1,11293455.27,121338.6,11293.51,10000.0,0.0,12133.3,1129.26,276392.8,53.44,738167.8,38286.09,181137.7,21244.3,69361.6,0.69,0.0,0.0,0.0,0.0,3.0,2.16,3360.47,1045.65,3360.88,3364.68,774.00,1124.74,694.04
10000,4,10,48,50,240000,5000,trie-miss,147889.4,11881.13,128538214.9,10285600.56,128537.7,10285.54,10000.0,0.0,12853.3,1028.72,276332.8,95.91,758994.0,36506.47,197744.5,28243.34,69361.4,0.69,0.0,0.0,0.1,0.23,7.9,10.2,3565.78,1112.89,3566.22,3570.27,773.81,1159.29,766.83
10000,4,10,64,0,64,1,hybrid-global,7709.0,149.77,1279035.6,13295.71,1278.5,13.39,10000.0,0.0,127.4,1.4,21427.2,54.92,33000.9,5876.23,12927.3,5075.3,4874.9,0.63,0.0,0.0,0.0,0.0,0.7,1.12,-7.95,2.99,-7.96,-7.95,1.36,5.61,-5.22
10000,4,10,64,0,64,1,hybrid-hit,8105.2,165.71,1762622.7,21424.62,1762.0,21.41,10000.0,0.0,175.7,2.21,21453.6,59.41,38047.3,3862.94,7649.5,4033.06,4890.8,0.94,0.0,0.0,0.0,0.0,1.8,1.71,26.85,8.28,26.84,26.95,1.49,21.76,-43.92
10000,4,10,64,0,64,1,hybrid-miss,7855.9,193.47,1466233.5,8472.19,1465.7,8.54,10000.0,0.0,146.1,0.98,21453.6,36.62,28746.4,3577.99,17426.0,3618.47,4890.0,0.83,0.0,0.0,0.0,0.0,0.5,0.51,5.52,4.95,5.51,5.56,1.49,-8.01,27.76
10000,4,10,64,0,64,1,original-global,7485.5,108.42,1389547.1,12122.74,1389.1,12.2,10000.0,0.0,138.4,1.23,21138.8,78.65,31249.0,2863.52,13639.4,3094.76,4835.3,1.26,0.0,0.0,0.0,0.0,1.1,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,64,0,64,1,linear-global,7499.0,117.73,1357292.0,14337.26,1356.8,14.4,10000.0,0.0,135.2,1.46,21180.0,47.95,45448.8,2908.41,23845.6,3241.56,5728.0,31.14,0.0,0.0,180.6,4.46,11.4,16.73,-2.32,0.18,-2.33,-2.31,0.19,45.44,74.83
10000,4,10,64,0,64,1,linear-hit,12893.5,2417.4,6248364.8,1296125.9,6247.8,1296.15,10000.0,0.0,624.3,129.74,21291.2,91.01,50795.9,11940.84,26738.6,5399.29,5738.9,30.4,0.0,0.0,181.1,5.97,3.6,1.55,349.67,72.25,349.77,351.08,0.72,62.55,96.04
10000,4,10,64,0,64,1,linear-miss,11980.5,177.76,5673516.9,35306.61,5673.0,35.33,10000.0,0.0,566.8,3.5,21234.8,63.26,51223.0,4567.44,22546.6,5235.76,5751.0,36.15,0.0,0.0,185.8,12.77,6.6,4.15,308.30,60.05,308.39,309.54,0.45,63.92,65.30
10000,4,10,64,0,64,1,trie-global,7518.0,106.21,1419786.7,9133.79,1419.2,9.19,10000.0,0.0,141.2,0.88,21451.6,75.59,29538.5,3747.18,14793.9,3843.24,4875.2,0.74,0.0,0.0,0.0,0.0,2.1,2.17,2.18,0.43,2.17,2.02,1.48,-5.47,8.46
10000,4,10,64,0,64,1,trie-hit,7975.9,126.31,1848843.8,6636.86,1848.3,6.69,10000.0,0.0,184.2,0.66,21391.6,64.2,28629.1,4077.37,16394.6,3707.27,4889.2,0.45,0.0,0.0,0.0,0.0,0.1,0.23,33.05,6.55,33.06,33.09,1.20,-8.38,20.20
10000,4,10,64,0,64,1,trie-miss,7788.9,118.16,1620766.7,75411.35,1620.4,75.49,10000.0,0.0,161.5,7.49,21426.0,41.4,28685.5,4579.24,15977.7,4911.41,4890.3,0.35,0.0,0.0,0.0,0.0,1.3,1.07,16.64,4.05,16.65,16.69,1.36,-8.20,17.14
10000,4,10,64,50,320000,5000,hybrid-global,14496.3,657.86,5301886.9,373480.89,5301.3,373.46,10000.0,0.0,529.6,37.4,36025.6,35.79,72173.3,12394.44,22856.3,6620.51,8540.3,0.59,0.0,0.0,0.0,0.0,0.7,0.68,54.82,23.94,54.83,54.85,13.72,-9.95,1.10
10000,4,10,64,50,320000,5000,hybrid-hit,63920.8,2076.57,46864877.8,1448505.57,46864.5,1448.38,10000.0,0.0,4686.1,144.98,273792.0,59.71,927645.5,21813.95,180254.6,21086.19,68970.0,0.67,0.0,0.0,0.1,0.23,7.9,3.53,1268.53,446.51,1268.75,1270.20,764.23,1057.36,697.34
10000,4,10,64,50,320000,5000,hybrid-miss,64971.5,1850.25,47703039.1,1323318.14,47702.6,1323.39,10000.0,0.0,4769.9,132.39,273806.0,84.94,946773.0,37808.6,170718.9,17456.44,68969.4,0.9,0.0,0.0,0.1,0.23,11.3,3.9,1293.00,455.50,1293.22,1294.71,764.28,1081.22,655.16
10000,4,10,64,50,320000,5000,original-global,11696.1,254.07,3424476.0,142423.37,3423.9,142.33,10000.0,0.0,342.0,14.18,31680.4,67.58,80151.9,7544.48,22607.1,5687.85,8364.3,35.22,0.0,0.0,178.7,6.71,11.8,6.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,64,50,320000,5000,linear-global,11982.5,282.83,3743864.7,148017.37,3743.3,148.01,10000.0,0.0,373.8,14.87,33834.8,75.75,62531.7,5174.35,19430.0,6835.55,8010.7,0.9,0.0,0.0,0.1,0.23,14.6,32.53,9.33,2.45,9.33,9.30,6.80,-21.98,-14.05
10000,4,10,64,50,320000,5000,linear-hit,61545.7,2124.83,45046977.7,1740792.45,45046.3,1740.95,10000.0,0.0,4504.2,174.08,271704.0,91.27,926581.1,27802.28,173146.0,22932.76,68439.9,0.98,0.0,0.0,0.0,0.0,18.0,25.64,1215.44,426.21,1215.64,1217.02,757.64,1056.03,665.89
10000,4,10,64,50,320000,5000,linear-miss,63455.4,2968.53,46161890.5,2137929.55,46161.3,2137.99,10000.0,0.0,4615.7,213.69,271687.2,104.27,942529.5,20661.5,160026.3,14548.37,68439.3,1.07,0.0,0.0,0.2,0.45,25.5,23.37,1248.00,442.53,1248.21,1249.62,757.59,1075.93,607.86
10000,4,10,64,50,320000,5000,trie-global,14066.5,541.11,5317387.6,300785.04,5316.9,300.84,10000.0,0.0,531.2,30.02,35646.0,55.55,61049.0,4685.3,24501.9,4976.34,8461.5,0.77,0.0,0.0,0.2,0.45,0.1,0.23,55.28,20.27,55.29,55.32,12.52,-23.83,8.38
10000,4,10,64,50,320000,5000,trie-hit,174687.7,8565.73,153513091.4,7838571.8,153512.6,7838.55,10000.0,0.0,15350.8,783.8,355932.4,47.22,999704.7,22021.23,230710.7,25959.24,89496.1,0.41,0.0,0.0,0.1,0.23,7.1,2.64,4382.82,1393.56,4383.56,4388.54,1023.51,1147.26,920.52
10000,4,10,64,50,320000,5000,trie-miss,169745.0,4678.19,148620181.5,4333762.29,148619.6,4333.75,10000.0,0.0,14861.6,433.31,355929.2,83.55,1000230.6,29921.63,227001.5,20162.13,89495.8,0.74,0.0,0.0,0.0,0.0,14.0,13.34,4239.94,1351.30,4240.65,4245.50,1023.50,1147.92,904.12
10000,4,10,96,0,96,1,hybrid-global,7752.6,378.14,1309176.5,76800.07,1308.6,76.78,10000.0,0.0,130.4,7.79,21436.8,55.43,46837.3,4228.41,21678.5,4552.39,5767.7,31.16,0.0,0.0,188.0,16.94,12.9,14.57,-5.18,1.73,-5.19,-5.23,1.28,40.36,66.42
10000,4,10,96,0,96,1,hybrid-hit,8918.2,1523.39,1954163.5,291705.26,1953.8,291.6,10000.0,0.0,195.0,29.11,21402.4,62.91,53214.0,8522.47,22994.4,6025.98,5811.1,38.04,0.0,0.0,191.8,13.72,7.2,6.98,41.53,17.02,41.56,41.72,1.12,59.46,76.52
10000,4,10,96,0,96,1,hybrid-miss,7721.0,131.24,1489962.4,19505.33,1489.5,19.38,10000.0,0.0,148.4,1.88,21460.0,70.22,50304.8,3743.83,17197.5,3852.32,5770.4,2.19,0.0,0.0,178.1,3.21,18.4,21.25,7.91,1.31,7.92,7.85,1.39,50.75,32.02
10000,4,10,96,0,96,1,original-global,7620.8,158.74,1380710.7,11312.48,1380.2,11.28,10000.0,0.0,137.6,1.18,21165.2,72.56,33370.5,4524.89,13026.5,5085.3,4835.3,0.83,0.0,0.0,0.0,0.0,1.0,2.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10000,4,10,96,0,96,1,linear-global,7462.5,222.0,1354652.6,37343.77,1354.2,37.37,10000.0,0.0,134.9,3.82,21102.8,71.23,31307.9,4153.24,13266.6,4118.89,4833.4,0.97,0.0,0.0,0.0,0.0,0.2,0.3,-1.89,-2.08,-1.88,-1.96,-0.29,-6.18,1.84
10000,4,10,96,0,96,1,linear-hit,14247.5,227.68,7865225.0,82514.1,7864.6,82.46,10000.0,0.0,786.0,8.15,21264.8,69.01,42972.2,1538.61,9301.8,2299.83,4851.0,0.95,0.0,0.0,0.0,0.0,0.3,0.35,469.65,86.96,469.82,471.22,0.47,28.77,-28.59
10000,4,10,96,0,96,1,linear-miss,14156.4,66.72,7830504.4,26686.09,7830.0,26.76,10000.0,0.0,782.7,2.61,21276.0,102.99,35240.0,3532.32,16765.9,3750.08,4851.8,0.94,0.0,0.0,0.0,0.0,0.8,1.57,467.14,85.76,467.31,468.82,0.52,5.60,28.71
